# R,e_R,Vc,e_Vc
4.307003711074339,0.08662438560171071,219.2508463284337,5.632643192162641
4.772960123560359,0.02825427288103193,202.8802872086184,1.5466074578193545
5.339484548643884,0.007858405633600692,222.65408385541653,0.8035516590285972
5.8853302522924915,0.004921165507897709,238.36936356817282,0.6449440633148655
6.444451439525168,0.0027287435150268134,237.53825488411633,0.4765525331664129
6.761741567160426,0.0009885810057378111,242.81486705765147,0.22941794120187967
7.344057987464283,5.077779750894836e-05,238.72914563023735,0.20117295975341656
7.769207012582342,0.00023857067609164734,235.54510174836471,0.27637814460951216
8.041924750167514,0.00024287938129368528,236.05693481861675,0.33637302354208
8.68957450985359,0.0036882273816025183,233.36231819037752,0.19302047820458532
9.245317013820758,0.007437042924515169,231.46157296453802,0.3341687433244329
9.748456114460833,0.008387409061785768,219.7300679201582,0.35027154385501086
10.20966071816069,0.009072529155710643,217.98564477759103,0.32895634634183024
10.732044947539475,0.013465955835198263,220.22477674814454,0.38552489127633677
11.206836176643227,0.020169531013004907,225.85437011610193,0.4045422407607146
11.766571693296607,0.026895566178633853,224.6474016443929,0.45293754919263923
12.249135788891634,0.027101110920079673,224.65101218878377,0.364259069751764
12.695575223337153,0.03308574260169745,230.51881901890144,0.4184529531190653
13.205831146998667,0.033711037455865026,227.34498114737184,0.5176579536058836
13.67347574352714,0.045026234204094046,222.73481842850111,0.6563730163605768
14.2065295207272,0.07004714028357596,227.21717774948556,0.9256221503924887
14.67513017660811,0.09276742793961332,225.8539102566198,0.7872928335021773
15.191804048742581,0.09597585776697679,216.7962048939164,0.9222088038464662
15.81937061638936,0.1569160180716715,229.57181277712766,1.7417498366842792
16.11732678959183,0.17487207423173293,214.19925763510597,1.6686193423128715
nan,inf,nan,inf
