0	1	2
1.8776819662673008	101.47348134276103	19.203762717344027
4.597954676118206	112.57064982201396	3.6628097888276088
7.318227385969112	178.49516757742228	0.5625377959222887
10.038500095820018	139.21843310798613	0.6394997459294491
12.758772805670924	99.34334845876074	4.945601211541058
15.479045515521829	123.17640850405934	14.293139655551778
18.199318225372735	134.06882795807678	29.218174530866772
20.91959093522364	146.70568392556638	38.03839521573468
23.63986364507455	143.78893299753705	39.63971451449396
31.25	152.21125732053122	32.64399927646641
43.75	166.37322267789452	50.7328850065544
56.25	178.4423220217054	83.45536570579509
68.75	148.22693748783956	69.32398735538185
81.25	154.58677789475084	75.17994583952513
93.75	73.74640752449406	114.89762127150912
110.82089678000506	108.11969276198083	89.1361736479348
132.46269034001514	82.42448555137031	77.76105229281445
154.10448390002523	223.78726562059592	348.6627397018855
175.74627746003534	118.5478863743667	134.8849041841505
