0	1	2
9.416666666666668	275.0272758574023	9.372653964068792
11.25	212.82778073366504	7.955800628936151
13.083333333333332	201.6069543682805	8.383615229741329
14.916666666666666	188.8645606547225	10.304425024627585
16.75	181.50557902473153	13.149946551907405
18.583333333333332	162.84377624323332	13.567365989862218
20.416666666666664	192.0682710058948	19.44079248014863
22.25	197.0222345077389	22.3934342225921
24.083333333333332	176.5003312833486	20.605840004714388
29.166666666666668	206.15761839779768	18.22872859019968
37.5	165.64378189184256	16.26877283767352
45.833333333333336	128.5565945219584	18.730723945612667
54.16666666666667	162.04130030739287	25.939433993553827
62.5	156.60429101138607	38.23179174391499
70.83333333333334	129.51300529510857	24.972969332372752
79.16666666666667	146.2384117068048	49.70625573624262
87.5	131.72094478089195	51.23433752022593
95.83333333333334	56.02459647744115	17.133383616934047
108.07394115468446	93.72776406814368	18.072784060042366
124.22182346405336	104.56822099900417	21.874963872423805
140.36970577342225	161.19026343929912	39.35136478801862
156.51758808279118	228.94936034835672	77.81960514547244
172.6654703921601	78.93942029996418	37.03086607781327
188.81335270152897	89.40170409160027	25.063211441974595
