0	1	2
1.5727539818617902	204.7053491665537	21.777272329023695
3.7406652781133443	186.27768737173437	22.852282088029366
5.908576574364899	212.50358771858325	33.540036165123006
8.076487870616452	186.5333176913012	39.24202053124626
10.244399166868005	252.51714239031253	59.187172211369635
12.41231046311956	109.064131447423	35.5915797273445
14.580221759371113	185.7230503346823	60.60816388914314
16.74813305562267	149.24104652438982	43.81960097425653
18.916044351874223	205.74103567183576	51.42888699536305
33.08547133993361	218.56258133241272	39.021935033247686
59.256414019800836	196.41263601976218	121.13111866111383
85.42735669966805	79.17708208702562	35.660313786966675
111.59829937953529	79.46596407855394	49.00805426464833
