0	1	2
1.8776819662673008	95.90835288412124	20.31807031618666
4.597954676118206	106.39691734883755	3.8753460943881617
7.318227385969112	168.70592487410534	0.5951793229948065
10.038500095820018	131.5832514447154	0.6766070272906967
12.758772805670924	93.89504326248043	5.232572108441816
15.479045515521829	116.42102249258016	15.122505981512248
18.199318225372735	126.71606701982007	30.913573207848447
20.91959093522364	138.65987761386023	40.24559145433383
23.63986364507455	135.90309058360543	41.93982807815301
30.833333333333332	144.90596435325187	35.642965698663694
42.5	156.09583229405058	53.283125776137915
54.166666666666664	169.16482798225957	88.56430639127818
65.83333333333333	140.18190401225812	70.77845286479906
77.5	156.9358395389171	93.3669563350958
89.16666666666666	106.19484015161447	98.00423780288996
117.8917935600101	98.33007278342104	61.5682096319625
163.6753806800303	160.00381994434875	147.66303519840406
