244.8	0.8	13.453	12.129	1.340	0.723	14.67	14.79	116.2	
246.4	0.1	14.146	10.363	1.285	0.478	13.26	13.38	77.4	
261.3	-12.9	5.695	5.666	0.650	0.064	9.02	8.86	12.7	
55.2	-6.1	8.382	5.622	0.792	0.127	9.19	9.11	-10.1	y)
54.9	-0.6	51.370	10.152	2.234	1.246	12.06	12.28	15.6	
13.7	-4.5	6.745	6.714	1.093	0.403	8.96	8.85	2.6	
1.6	-4.0	7.595	4.669	0.736	0.111	8.24	8.12	-28.3	)
1.2	0.2	7.012	4.561	0.749	0.197	7.92	7.75	-13.7	
12.8	-2.1	5.773	5.742	0.850	0.205	8.50	8.36	-2.5	
12.1	-1.3	21.850	8.030	1.402	0.467	11.32	11.43	-15.7	
15.0	-1.9	6.424	8.851	1.092	0.543	10.96	10.74	2.0	
17.8	-7.1	9.424	7.350	1.012	0.292	10.43	10.36	18.5	
8.1	-2.4	5.058	6.942	0.801	0.192	9.62	9.44	-15.0	
7.5	-0.6	15.409	11.425	2.074	1.267	11.81	11.80	19.1	
13.3	-2.4	6.570	10.520	1.502	0.919	11.34	11.13	-26.5	
14.7	-9.0	6.637	6.931	0.979	0.284	9.53	9.42	7.6	
13.8	-8.0	5.145	7.460	0.899	0.312	9.84	9.65	13.1	
2.9	-0.5	5.750	12.387	2.207	1.620	10.63	10.43	-0.9	
350.4	5.7	6.061	7.041	0.958	0.342	9.52	9.35	-16.6	
356.5	-3.4	20.311	8.017	1.423	0.777	10.98	10.93	-17.7	
340.4	-0.7	28.675	9.815	1.925	0.896	11.83	12.00	-22.1	
349.8	0.3	16.262	10.934	2.300	1.511	10.64	10.64	-2.8	
354.4	0.2	4.528	7.973	0.974	0.360	9.91	9.72	10.7	
359.0	-1.4	9.317	8.753	1.307	0.599	10.84	10.74	-10.8	
343.5	-5.2	6.797	6.651	0.936	0.217	9.44	9.35	8.3	
19.0	-1.6	4.198	10.011	1.154	0.619	11.21	10.94	11.1	
24.0	-0.9	10.342	9.659	1.590	0.823	11.00	10.95	12.3	
26.8	-0.8	12.901	9.595	1.301	0.542	12.26	12.21	37.2	
28.4	0.2	19.698	9.463	1.691	0.957	11.52	11.51	-4.8	
24.2	-1.8	3.671	8.201	0.950	0.337	9.88	9.66	-8.6	
28.9	-1.7	6.411	12.231	1.975	1.318	11.46	11.29	-24	
26.3	-0.5	7.415	10.608	1.600	0.795	11.39	11.32	-0.4	
27.2	-0.4	3.917	11.101	1.358	0.771	11.54	11.29	40.8	
28.1	0.0	9.992	12.470	2.090	1.267	12.10	12.05	19.7	
23.5	-0.5	3.091	10.136	1.156	0.679	10.80	10.48	17.5	
21.6	-0.8	6.294	11.550	1.790	1.284	11.32	11.07	-8.4	
30.8	1.8	17.141	12.234	2.265	1.505	12.14	12.11	-44.3	
193.1	-8.1	4.034	8.199	0.908	0.355	10.14	9.95	0.5	
179.5	-18.7	3.149	6.530	0.844	0.294	8.26	8.04	0.3	
317.0	-7.8	3.389	6.650	0.711	0.127	8.95	8.72	-13.2	
